4426
92 47 478
92 116 682
92 141 478
92 390 1000
92 431 218
92 1143 218
92 2731 239
93 43 478
93 94 218
93 99 682
93 667 54
94 93 218
94 96 478
94 4436 436
95 43 637
95 123 358
95 219 600
95 235 358
95 384 307
95 1572 218
96 94 478
96 97 478
96 464 358
96 562 358
97 96 478
97 98 54
97 114 654
97 483 218
97 544 358
98 97 54
99 93 682
99 175 478
99 263 218
99 282 54
99 354 1367
99 464 358
99 500 358
99 1012 218
100 127 2046
100 306 1170
100 354 794
100 1036 682
101 553 358
101 647 682
101 649 358
101 1664 218
101 2357 307
102 66 478
102 433 1003
102 513 307
102 1491 239
102 4337 900
103 76 300
103 104 300
103 1210 478
104 103 300
104 108 300
104 4778 900
104 4785 900
104 4786 900
106 44 450
106 174 956
106 272 239
106 669 478
107 47 682
107 386 239
107 512 478
107 4254 436
107 4255 436
108 104 300
108 228 1170
108 777 103
108 913 239
109 628 358
109 3251 436
110 147 450
110 174 478
110 342 478
110 435 682
111 587 218
112 209 239
112 484 682
112 958 478
113 16 450
113 241 54
113 252 218
114 97 654
114 536 54
114 545 358
115 44 920
115 53 103
115 60 239
115 496 1258
115 844 497
115 957 358
115 1494 109
116 8 2000
116 66 1754
116 92 682
118 1 218
118 14 218
119 65 797
119 157 103
119 226 478
119 346 1754
119 641 218
119 1002 478
119 1153 239
119 1214 478
119 1939 218
120 121 682
120 308 68
120 338 103
120 611 218
120 1161 358
120 5012 900
121 120 682
121 243 300
121 293 497
121 617 103
121 892 1580
121 1164 900
121 1194 1200
122 76 300
122 583 103
122 814 239
123 95 358
124 8 20000
124 86 682
124 91 920
124 532 218
124 567 682
124 2929 436
124 2930 900
125 148 478
125 915 239
126 236 218
126 917 218
127 100 2046
127 129 993
127 218 103
127 474 36
127 665 358
128 150 108
128 665 218
129 127 993
129 130 1236
130 129 1236
130 131 358
130 196 682
130 454 54
131 130 358
131 222 200
133 261 436
133 4153 920
134 61 410
134 139 103
134 2609 307
135 53 108
136 44 103
136 686 358
136 1197 103
136 4080 307
137 1 54
139 134 103
139 311 54
141 92 478
141 142 300
141 146 478
141 213 218
141 381 200
142 141 300
142 143 478
142 146 682
142 273 410
142 333 103
142 394 1000
142 401 103
142 402 36
142 430 682
142 4325 436
143 142 478
143 144 218
143 195 103
143 201 239
144 143 218
144 459 103
145 148 478
145 917 478
145 4148 870
146 141 478
146 142 682
147 8 1000
147 110 450
147 526 218
148 125 478
148 145 478
148 567 682
148 1042 239
149 54 200
150 128 108
150 223 478
150 354 358
150 1926 358
151 254 478
151 488 478
151 4669 900
152 72 218
152 817 358
153 65 478
153 82 36
153 245 218
153 313 307
153 408 54
153 628 478
153 3193 218
154 1537 218
155 234 103
156 226 239
156 1155 436
156 1328 218
157 119 103
157 2598 200
158 66 497
158 294 721
160 161 103
160 179 581
160 923 218
161 160 103
161 162 103
162 161 103
162 163 358
162 1274 218
162 4127 307
163 162 358
163 184 36
163 550 103
163 652 358
163 924 103
166 66 410
166 804 358
167 4 478
167 467 103
168 169 218
168 499 54
169 18 218
169 168 218
169 388 218
170 404 54
170 481 239
170 610 239
171 172 478
171 179 478
171 760 103
172 8 1000
172 171 478
172 173 918
172 198 103
172 814 478
172 3170 478
172 4759 680
173 172 918
173 243 637
173 623 218
173 843 239
173 4760 436
174 106 956
174 110 478
174 277 870
174 387 54
174 436 618
174 482 332
174 571 307
174 672 307
175 99 478
175 1569 358
176 56 108
176 397 54
179 160 581
179 171 478
179 4759 680
184 163 36
184 651 36
185 1044 239
185 1402 239
186 91 1552
186 188 478
186 192 478
186 383 450
186 465 307
186 845 450
186 959 239
186 1934 478
188 186 478
188 352 682
188 442 450
188 598 1364
188 1113 218
188 4062 900
189 351 103
189 411 54
189 782 239
190 350 900
190 393 218
191 16 90
191 450 54
191 492 54
192 186 478
192 365 300
192 423 200
192 565 218
192 598 618
192 847 436
192 1208 497
193 350 450
193 393 682
193 1438 436
193 4523 436
194 48 239
194 1020 307
195 143 103
196 130 682
196 197 103
196 261 682
197 196 103
197 1945 150
198 172 103
199 354 239
199 409 36
199 971 358
200 47 239
200 337 239
201 143 239
201 488 478
202 203 218
202 212 478
202 288 109
202 289 171
202 290 307
202 452 103
203 202 218
203 215 358
207 20 358
208 48 682
208 254 1754
208 274 478
208 299 239
209 112 239
210 532 239
212 202 478
212 216 478
212 3062 307
213 141 218
214 8 1000
214 974 358
214 1946 307
215 203 358
215 288 358
215 332 300
215 601 358
216 8 20000
216 212 478
216 254 1754
218 127 103
218 1172 307
219 56 307
219 95 600
219 233 358
219 267 171
219 4446 436
221 306 1170
221 328 218
221 330 239
222 131 200
222 323 54
223 150 478
224 306 307
225 226 239
225 4085 200
226 119 478
226 156 239
226 225 239
226 227 54
226 281 103
226 632 103
226 1194 1003
227 226 54
228 108 1170
228 1475 682
229 42 358
229 609 108
229 631 358
230 334 361
231 40 68
232 1 109
232 1642 436
233 219 358
234 43 300
234 155 103
234 286 436
235 95 358
236 126 218
236 294 618
236 807 358
237 5 171
238 484 218
238 811 358
238 1439 218
239 34 68
240 28 218
241 113 54
241 242 54
241 1007 54
242 241 54
243 121 300
243 173 637
243 621 103
243 892 870
244 264 54
244 388 307
245 153 218
245 788 54
246 65 218
246 247 54
247 246 54
249 65 497
249 828 478
249 1951 307
249 2119 436
249 4734 307
250 9 54
252 113 218
252 320 54
252 391 218
253 261 54
254 47 682
254 151 478
254 208 1754
254 216 1754
254 602 218
254 1019 218
255 91 478
255 440 478
255 594 239
255 633 307
256 390 218
256 1925 218
257 360 797
257 448 1000
258 259 682
258 455 478
258 608 300
258 3565 870
259 258 682
259 457 436
259 1067 682
259 1261 478
260 5 103
260 1537 478
261 133 436
261 196 682
261 253 54
261 439 100
261 4153 877
262 56 109
262 1371 109
263 99 218
263 284 54
264 45 358
264 244 54
264 890 478
265 56 478
265 267 307
265 521 54
266 20 358
266 2245 436
267 219 171
267 265 307
267 398 490
268 270 218
268 512 307
269 272 171
269 1016 218
270 268 218
270 271 103
270 274 450
270 729 358
271 270 103
271 1015 307
272 106 239
272 269 171
273 142 410
273 1701 171
274 208 478
274 270 450
274 275 103
275 274 103
276 6 358
277 174 870
277 842 436
279 38 103
279 334 103
279 517 218
280 76 218
280 508 36
280 984 358
280 1527 68
281 226 103
281 1318 218
282 99 54
284 263 54
285 62 358
285 291 300
285 301 239
285 302 358
285 303 103
285 310 478
285 347 682
286 234 436
286 287 436
287 286 436
287 384 436
288 202 109
288 215 358
288 385 103
289 202 171
290 202 307
290 432 307
291 285 300
291 378 307
292 293 103
293 121 497
293 292 103
293 372 103
293 3085 900
294 158 721
294 236 618
295 34 307
296 34 300
296 78 68
296 322 108
296 340 103
296 341 54
297 481 36
298 8 36
298 773 307
299 208 239
299 1230 218
300 45 665
301 285 239
301 3080 218
302 285 358
303 285 103
303 761 358
304 463 103
304 663 358
304 761 103
304 1533 358
305 8 103
305 3377 358
306 100 1170
306 221 1170
306 224 307
307 315 218
308 120 68
309 310 103
309 316 412
309 644 358
309 793 103
309 794 358
309 4673 870
310 285 478
310 309 103
310 630 307
311 139 54
312 84 33
312 347 478
312 588 358
312 716 358
313 153 307
314 532 218
314 1647 436
315 71 300
315 307 218
315 516 358
315 836 239
315 1590 239
315 1654 239
316 309 412
316 889 103
318 394 358
318 445 103
320 252 54
321 4109 412
322 296 108
323 222 54
324 17 103
324 325 54
325 324 54
325 326 54
326 325 54
326 357 54
327 328 239
327 329 218
328 221 218
328 327 239
329 327 218
329 1923 218
330 221 239
330 331 218
331 330 218
331 4164 497
332 89 870
332 215 300
332 4739 358
333 142 103
334 24 103
334 230 361
334 279 103
334 689 218
335 42 163
337 200 239
337 4669 900
338 120 103
338 382 103
340 296 103
340 404 218
340 840 358
340 1002 218
341 296 54
342 110 478
342 1006 218
342 1470 218
342 2624 218
343 76 478
343 460 103
343 1524 218
344 3170 637
345 60 218
346 8 20000
346 119 1754
347 8 10000
347 62 1754
347 285 682
347 312 478
347 515 618
348 10 218
348 471 54
349 6 973
349 1103 218
350 190 900
350 193 450
350 393 1364
350 1353 1313
350 1360 870
350 8 10000
350 4523 900
351 189 103
351 410 358
351 782 239
352 188 682
352 782 478
352 1123 1364
352 4063 436
353 86 300
353 1460 200
353 1646 870
353 1649 900
354 8 2000
354 99 1367
354 100 794
354 150 358
354 199 239
354 1567 358
355 44 682
355 558 36
355 781 2257
355 4109 682
356 24 490
357 326 54
358 8 1000
358 430 1000
359 362 36
359 363 36
360 257 797
360 361 239
360 430 877
361 360 239
362 359 36
362 364 252
363 359 36
364 362 252
364 365 1020
364 448 497
364 1237 252
365 192 300
365 364 1020
365 1235 307
366 367 682
366 525 654
366 661 478
366 1084 478
366 1937 497
366 8 1000
367 366 682
367 368 478
367 1182 478
367 1937 478
367 2910 54
367 2912 436
367 3998 307
368 367 478
368 370 682
368 416 478
368 3979 436
370 368 682
370 395 470
370 1390 239
370 1685 239
370 2800 307
370 3851 436
370 3964 436
370 4027 436
371 415 797
371 438 478
371 1686 239
371 1687 743
371 2793 436
371 3318 436
372 293 103
373 45 103
373 375 103
374 375 103
374 376 103
375 373 103
375 374 103
375 820 103
375 823 358
375 1702 54
376 374 103
376 377 54
377 376 54
378 291 307
379 42 109
380 44 218
381 141 200
382 338 103
383 186 450
383 846 358
383 852 307
384 95 307
384 287 436
385 288 103
386 107 239
386 1397 218
386 4261 436
386 4267 436
387 174 54
388 45 54
388 169 218
388 244 307
390 92 1000
390 256 218
391 252 218
391 392 218
392 391 218
392 494 54
393 190 218
393 193 682
393 350 1364
393 441 478
394 142 1000
394 318 358
394 455 478
395 370 470
395 396 218
395 523 400
396 395 218
396 415 1170
397 176 54
398 267 490
399 444 103
399 523 100
400 4109 54
401 142 103
402 142 36
403 16 108
404 170 54
404 340 218
405 890 100
405 4083 436
408 153 54
409 199 36
410 351 358
410 782 239
410 1014 36
410 2285 307
411 189 54
412 34 157
413 34 218
414 20 478
414 34 218
415 371 797
415 396 1170
415 883 618
415 1086 239
415 3106 436
415 3167 307
415 3169 436
415 3268 307
415 3973 436
415 3985 436
415 4729 870
416 368 478
416 882 721
416 1175 239
416 1187 478
416 1433 436
416 1513 239
416 3970 436
417 65 200
418 65 54
419 532 239
419 2283 877
419 4111 872
420 28 200
421 523 100
421 856 721
421 2806 436
422 523 100
423 192 200
423 425 358
424 425 54
425 423 358
425 424 54
425 426 358
426 425 358
426 427 358
427 426 358
427 428 343
427 507 54
428 427 343
428 506 415
430 142 682
430 358 1000
430 360 877
431 92 218
432 290 307
433 102 1003
433 484 968
433 2468 870
435 8 1000
435 110 682
435 4394 436
436 174 618
436 573 36
436 574 307
436 582 218
436 857 36
438 8 1000
438 371 478
439 261 100
440 255 478
440 519 358
440 520 103
440 1398 307
440 1400 307
440 1421 239
440 1934 478
440 4531 436
440 4674 870
441 393 478
441 546 103
441 664 478
441 1279 54
441 1503 54
442 188 450
442 1117 478
442 1574 682
444 399 103
445 318 103
445 447 36
445 458 103
446 1143 218
447 445 36
448 257 1000
448 364 497
449 1131 478
449 1712 478
449 4670 870
450 191 54
450 451 504
451 450 504
452 202 103
453 65 558
454 130 54
455 258 478
455 394 478
456 457 478
456 1059 478
456 8 1000
457 259 436
457 456 478
458 445 103
458 599 358
459 144 103
460 343 103
461 67 200
461 705 200
461 715 218
461 1234 436
463 304 103
463 1001 358
463 2627 218
464 96 358
464 99 358
465 186 307
465 848 307
466 467 157
466 491 54
467 167 103
467 466 157
468 11 200
468 469 54
468 472 54
469 468 54
470 22 54
471 348 54
472 468 54
474 127 36
475 20 412
476 24 358
476 1448 218
476 1928 307
477 65 358
477 802 103
478 8 103
479 828 478
479 831 307
479 1954 307
479 2491 307
479 2518 436
480 832 307
480 833 478
480 1008 307
480 2116 307
480 2346 307
481 20 478
481 69 307
481 170 239
481 297 36
481 711 497
481 4119 877
481 4122 307
482 174 332
482 4440 436
483 97 218
484 66 1236
484 86 682
484 112 682
484 238 218
484 433 968
484 514 36
484 4763 436
485 486 307
485 959 218
485 960 218
486 485 307
486 1126 218
488 151 478
488 201 478
488 1316 218
489 46 358
489 490 307
489 4347 436
490 46 218
490 489 307
491 466 54
492 191 54
494 392 54
494 970 54
494 1245 54
496 115 1258
496 553 358
498 44 36
498 1179 436
499 168 54
500 99 358
500 501 36
501 500 36
501 4728 436
505 631 103
505 1370 218
505 4104 307
506 428 415
507 427 54
508 280 36
509 84 358
509 510 307
510 509 307
510 4739 358
511 512 307
511 876 307
512 107 478
512 268 307
512 511 307
512 676 33
513 102 307
514 484 36
515 347 618
515 844 1207
516 54 300
516 315 358
516 1004 218
517 38 307
517 279 218
517 931 218
517 1928 274
518 79 211
519 440 358
520 440 103
521 265 54
523 395 400
523 399 100
523 421 100
523 422 100
523 8 10000
524 31 54
525 366 654
525 3756 436
526 147 218
527 552 358
527 1072 218
527 1264 218
527 1265 307
528 45 54
529 31 54
530 4 877
530 15 1410
530 30 450
530 4668 870
531 69 436
532 124 218
532 210 239
532 314 218
532 419 239
532 2930 900
534 72 218
534 535 36
535 534 36
536 114 54
537 57 218
537 538 218
538 537 218
538 862 218
538 1074 218
539 16 358
539 28 450
539 45 682
539 2378 218
543 36 54
544 97 358
545 114 358
545 1097 358
546 441 103
546 547 36
547 546 36
548 1072 171
548 2273 218
548 4146 436
549 24 218
550 163 103
551 590 307
551 871 218
552 527 358
553 101 358
553 496 358
554 615 358
556 557 358
556 589 358
557 556 358
557 677 218
558 355 36
558 1372 218
562 96 358
563 782 478
563 4541 870
564 782 239
565 192 218
565 1401 307
565 4488 900
567 124 682
567 148 682
567 4547 436
567 4919 900
569 761 218
571 174 307
572 672 218
572 1693 218
573 436 36
574 436 307
574 575 358
574 1259 218
575 574 358
575 576 358
576 575 358
576 578 358
576 2288 218
577 578 218
578 576 358
578 577 218
578 579 358
579 578 358
579 580 358
580 579 358
580 581 36
580 582 218
581 580 36
581 729 218
582 436 218
582 580 218
583 122 103
587 20 1235
587 39 436
587 111 218
587 590 307
587 591 358
587 629 358
587 697 478
587 909 478
588 312 358
588 589 358
589 556 358
589 588 358
590 551 307
590 587 307
590 591 358
591 587 358
591 590 358
594 255 239
598 188 1364
598 192 618
598 849 307
598 1574 682
598 1934 618
598 8 10000
599 458 358
599 600 358
600 599 358
600 606 358
600 607 103
601 215 358
601 1247 218
602 254 218
603 604 109
604 85 358
604 603 109
604 605 218
604 642 36
604 643 218
605 604 218
605 606 103
606 600 358
606 605 103
607 600 103
607 608 103
607 786 358
608 258 300
608 607 103
608 785 358
608 3565 497
609 229 108
610 170 239
610 705 478
610 5004 900
611 120 218
612 890 218
613 614 358
613 762 218
614 70 103
614 613 358
614 1249 218
615 554 358
615 655 103
617 121 103
617 618 103
618 617 103
618 997 218
619 621 103
619 998 436
620 3170 239
621 243 103
621 619 103
622 623 218
623 173 218
623 622 218
626 10 108
627 907 218
627 3251 900
628 109 358
628 153 478
628 907 218
628 1214 682
629 587 358
630 310 307
631 229 358
631 505 103
632 226 103
632 908 358
633 255 307
633 4136 436
634 46 358
635 46 358
636 89 358
636 637 497
637 636 497
637 638 218
638 637 218
638 640 358
640 638 358
640 4164 358
641 119 218
641 1193 218
642 604 36
643 604 218
643 1247 103
644 309 358
647 52 682
647 101 682
647 3377 877
649 101 358
650 1666 349
650 8 1000
651 184 36
652 163 358
653 654 665
653 656 358
653 890 218
654 653 665
654 658 358
655 615 103
655 658 358
655 800 358
656 653 358
658 49 358
658 654 358
658 655 358
659 660 307
659 827 358
659 854 358
660 659 307
660 2289 618
661 366 478
661 662 1170
661 826 410
661 2861 436
662 661 1170
662 1075 478
662 3089 307
662 4016 436
663 304 358
664 441 478
664 1192 307
664 1718 478
665 127 358
665 128 218
666 4109 54
667 93 54
668 669 478
668 670 358
669 106 478
669 668 478
669 671 103
670 668 358
670 716 358
671 84 307
671 669 103
672 174 307
672 572 218
673 47 580
673 3069 307
675 46 218
675 4991 436
676 512 33
676 1018 218
677 557 218
677 678 218
678 677 218
678 679 218
679 678 218
679 680 218
680 679 218
680 1946 478
682 773 218
683 684 358
683 773 218
684 8 358
684 683 358
686 136 358
689 334 218
691 814 103
696 777 103
696 1168 358
697 587 478
697 700 478
697 710 307
700 697 478
700 702 436
700 703 218
701 702 171
701 715 171
702 700 436
702 701 171
702 714 450
703 700 218
703 3315 218
705 461 200
705 610 478
710 697 307
711 481 497
711 715 218
714 702 450
715 461 218
715 701 171
715 711 218
716 312 358
716 670 358
717 719 218
718 8 478
718 719 218
718 1519 218
719 717 218
719 718 218
719 1265 218
720 760 103
729 270 358
729 581 218
729 855 307
729 875 300
729 1017 358
730 10 103
760 171 103
760 720 103
760 4759 436
761 303 358
761 304 103
761 569 218
762 613 218
765 767 103
766 774 218
766 892 218
767 765 103
767 774 218
767 1164 478
771 20 218
773 298 307
773 682 218
773 683 218
774 766 218
774 767 218
776 783 218
776 913 239
776 3326 218
776 4126 436
777 108 103
777 696 103
777 778 103
778 777 103
778 4780 103
781 8 1000
781 355 2257
782 189 239
782 351 239
782 352 478
782 410 239
782 563 478
782 564 239
782 1136 239
782 1260 436
782 1438 478
783 776 218
785 608 358
786 607 358
788 245 54
790 7 436
790 45 870
790 985 870
790 1268 478
790 1487 436
790 4668 870
792 1072 218
793 309 103
794 309 358
800 655 358
801 18 358
802 477 103
803 62 358
803 1724 218
804 166 358
807 236 358
808 811 358
808 2468 870
809 812 103
809 2468 436
810 66 103
811 238 358
811 808 358
812 66 307
812 809 103
814 122 239
814 172 478
814 691 103
815 816 54
815 817 218
816 815 54
817 152 358
817 815 218
820 375 103
820 821 358
821 820 358
821 822 450
822 821 450
822 1941 54
822 4092 54
823 375 358
826 661 410
826 903 794
826 904 794
826 3998 307
827 659 358
827 853 358
827 873 665
828 249 478
828 479 478
828 829 705
828 830 682
828 1961 307
828 2038 307
828 2306 307
828 2311 436
828 2337 478
828 2418 307
829 828 705
829 2307 307
829 2483 307
830 828 682
830 1958 10000
830 2113 307
830 2494 10000
830 8 10000
831 479 307
831 1959 307
831 2409 436
831 2491 307
832 480 307
832 1958 436
832 2115 218
832 2117 307
832 4787 307
833 480 478
833 1009 478
833 1958 680
833 2146 436
833 2363 307
834 8 20000
834 1009 682
834 1958 10000
834 2363 436
836 315 239
836 1472 239
837 838 239
837 839 637
838 837 239
838 962 239
838 1582 239
839 837 637
839 962 497
840 340 358
842 277 436
843 173 239
843 921 239
843 1528 478
844 115 497
844 515 1207
845 186 450
845 847 218
846 383 358
846 4488 436
847 192 436
847 845 218
848 465 307
848 1126 218
849 598 307
849 850 436
850 849 436
850 851 358
851 850 358
851 852 307
852 383 307
852 851 307
853 827 358
854 659 358
854 855 358
855 729 307
855 854 358
856 421 721
856 880 358
856 881 358
857 436 36
861 5 478
861 862 218
862 538 218
862 861 218
870 55 109
870 1181 109
871 551 218
873 827 665
873 874 358
873 875 358
873 877 218
873 2290 239
874 873 358
875 729 300
875 873 358
875 876 358
876 511 307
876 875 358
877 873 218
877 878 358
878 877 358
878 881 358
879 880 358
879 4252 436
880 856 358
880 879 358
880 1522 218
881 856 358
881 878 358
882 416 721
882 1186 239
883 415 618
883 894 478
883 3124 307
883 3224 307
883 3237 436
883 3730 436
883 4010 436
889 316 103
889 929 358
890 19 218
890 264 478
890 405 100
890 612 218
890 653 218
890 4083 900
890 4553 436
892 8 1000
892 121 1580
892 243 870
892 766 218
893 65 103
894 883 478
894 895 478
895 894 478
895 897 478
897 895 478
897 898 478
897 1009 478
898 897 478
898 4666 478
903 826 794
904 826 794
907 627 218
907 628 218
908 632 358
909 587 478
913 108 239
913 776 239
913 2915 757
913 4126 436
913 4781 900
914 1315 239
915 125 239
915 2736 870
915 4919 900
917 126 218
917 145 478
917 1314 478
917 1315 218
917 2741 307
921 843 239
923 160 218
924 163 103
929 889 358
931 517 218
937 44 103
937 968 358
937 1106 358
939 8 1000
939 955 358
939 984 103
939 4778 900
940 954 358
940 955 358
943 944 358
944 943 358
944 947 358
944 954 358
947 944 358
947 948 358
948 947 358
948 4075 900
954 940 358
954 944 358
955 939 358
955 940 358
956 72 108
957 115 358
958 112 478
958 1450 478
959 186 239
959 485 218
960 485 218
960 2283 497
962 838 239
962 839 497
962 1922 239
968 937 358
968 1530 218
970 494 54
971 199 358
973 8 1313
973 974 218
974 8 218
974 214 358
974 973 218
975 1 936
976 977 218
976 4168 436
977 976 218
977 978 218
978 977 218
978 1452 218
978 1456 218
979 987 783
979 1191 478
979 1450 478
979 1452 478
979 1453 218
980 981 239
980 1454 218
981 980 239
981 1456 218
982 1453 235
982 1455 239
984 280 358
984 939 103
985 4 218
985 790 870
987 979 783
997 618 218
997 998 218
998 619 436
998 997 218
1001 463 358
1001 1099 103
1001 1108 358
1002 119 478
1002 340 218
1004 516 218
1006 342 218
1006 3316 436
1007 241 54
1008 480 307
1008 1958 436
1008 2490 307
1009 833 478
1009 834 682
1009 897 478
1012 99 218
1013 69 218
1014 410 36
1015 271 307
1015 1016 218
1016 269 218
1016 1015 218
1017 729 358
1018 676 218
1018 3069 497
1019 254 218
1020 194 307
1020 1021 218
1021 47 218
1021 1020 218
1036 100 682
1036 8 1000
1040 1043 218
1041 1043 239
1042 148 239
1043 1040 218
1043 1041 239
1043 1045 218
1044 185 239
1044 1045 218
1045 1043 218
1045 1044 218
1045 1314 474
1050 1070 239
1050 2282 436
1052 1067 239
1053 1054 239
1053 1066 682
1053 1069 239
1053 1710 252
1053 8 1000
1054 1053 239
1054 2282 436
1059 456 478
1059 1060 239
1059 1061 239
1060 1059 239
1061 1059 239
1061 1062 239
1061 1063 239
1062 1061 239
1063 1061 239
1066 1053 682
1066 1067 682
1067 259 682
1067 1052 239
1067 1066 682
1067 1070 239
1069 1053 239
1070 1050 239
1070 1067 239
1072 1 682
1072 8 10000
1072 20 682
1072 44 682
1072 45 680
1072 76 682
1072 527 218
1072 548 171
1072 792 218
1072 3377 1207
1072 4095 436
1074 538 218
1075 662 478
1075 1176 736
1075 1395 307
1075 1604 436
1075 2977 307
1075 3236 436
1075 3280 436
1075 3789 436
1075 4087 436
1075 4737 870
1076 1077 497
1076 1176 300
1076 2869 307
1076 3226 307
1076 3573 436
1076 4113 307
1076 4737 870
1077 1076 497
1077 1078 637
1077 2481 436
1078 1077 637
1078 1079 637
1078 1984 307
1078 2003 436
1078 2501 307
1079 1078 637
1079 1178 478
1079 1446 307
1079 1660 682
1079 2900 307
1080 2897 436
1080 3271 436
1080 4033 436
1084 366 478
1084 1936 307
1084 4017 436
1084 4091 218
1086 415 239
1089 1090 478
1089 4666 478
1090 1089 478
1090 1091 478
1090 1189 235
1090 1625 478
1091 1090 478
1091 1231 478
1092 1094 239
1093 1095 239
1094 1092 239
1094 1095 478
1094 1231 478
1095 1093 239
1095 1094 478
1095 1096 478
1095 1692 682
1096 1095 478
1096 1226 478
1097 545 358
1098 1108 358
1099 1001 103
1099 1100 358
1100 1099 358
1101 54 68
1102 1372 218
1102 1529 218
1103 349 218
1106 937 358
1107 1372 218
1108 1001 358
1108 1098 358
1113 188 218
1113 4062 436
1113 4063 870
1117 442 478
1117 1130 682
1123 352 1364
1123 8 1000
